 ,X,Y,Position,Time
1,18.651,1.156,27.802,0
2,18.256,1.096,27.407,3
3,17.904,1.125,27.055,6
4,17.519,1.156,26.67,9
5,17.136,1.073,26.287,12
6,16.772,1.125,25.924,15
7,16.376,1.142,25.527,18
8,16.031,1.088,25.182,21
9,15.641,1.125,24.792,24
10,15.289,1.136,24.44,27
11,14.926,1.096,24.077,30
12,14.572,1.117,23.724,33
13,14.225,1.151,23.376,36
14,13.888,1.084,23.039,39
15,13.556,1.101,22.707,42
16,13.228,1.132,22.38,45
17,12.895,1.107,22.046,48
18,12.589,1.086,21.74,51
19,12.273,1.132,21.425,54
20,12.001,1.091,21.152,57
21,11.707,1.076,20.859,60
22,11.453,1.125,20.604,63
23,11.174,1.107,20.325,66
24,10.938,1.067,20.089,69
25,10.689,1.125,19.84,72
26,10.472,1.107,19.623,75
27,10.283,1.059,19.434,78
28,10.063,1.126,19.214,81
29,9.898,1.102,19.049,84
30,9.755,1.068,18.906,87
31,9.562,1.12,18.713,90
32,9.418,1.09,18.569,93
33,9.309,1.051,18.46,96
34,9.199,1.107,18.35,99
35,9.128,1.107,18.279,102
36,9.055,1.061,18.206,105
37,8.984,1.096,18.135,108
38,8.921,1.113,18.073,111
39,8.905,1.053,18.056,114
40,8.89,1.085,18.041,117
41,8.913,1.117,18.064,120
42,8.905,1.053,18.056,123
43,8.923,1.09,18.074,126
44,8.984,1.117,18.135,129
45,9.055,1.076,18.206,132
46,9.125,1.076,18.277,135
47,9.203,1.125,18.354,138
48,9.302,1.061,18.453,141
49,9.418,1.09,18.569,144
50,9.55,1.117,18.701,147
51,9.713,1.074,18.865,150
52,9.857,1.058,19.008,153
53,10.037,1.124,19.188,156
54,10.196,1.09,19.347,159
55,10.407,1.069,19.558,162
56,10.603,1.124,19.754,165
57,10.823,1.117,19.974,168
58,11.047,1.073,20.198,171
59,11.265,1.127,20.416,174
60,11.531,1.117,20.682,177
61,11.769,1.063,20.92,180
62,12.033,1.125,21.184,183
63,12.301,1.124,21.452,186
64,12.585,1.068,21.736,189
65,12.86,1.132,22.011,192
66,13.158,1.132,22.309,195
67,13.441,1.076,22.592,198
68,13.731,1.125,22.882,201
69,14.053,1.135,23.204,204
70,14.367,1.092,23.518,207
71,14.679,1.12,23.83,210
72,14.999,1.142,24.15,213
73,15.295,1.122,24.446,216
74,15.641,1.125,24.792,219
75,15.972,1.159,25.123,222
76,16.306,1.12,25.457,225
77,16.631,1.125,25.782,228
78,16.962,1.159,26.113,231
79,17.296,1.12,26.447,234
80,17.641,1.126,26.792,237
81,17.962,1.159,27.113,240
82,18.278,1.126,27.429,243
83,18.622,1.127,27.773,246
84,18.964,1.16,28.115,249
85,19.312,1.132,28.463,252
86,19.63,1.132,28.781,255
87,19.971,1.154,29.122,258
88,20.3,1.142,29.451,261
89,20.621,1.12,29.772,264
90,20.933,1.159,30.084,267
91,21.247,1.15,30.398,270
92,21.569,1.125,30.72,273
93,21.877,1.163,31.029,276
94,22.181,1.16,31.332,279
95,22.488,1.125,31.639,282
96,22.778,1.132,31.929,285
97,23.061,1.151,32.212,288
98,23.344,1.117,32.495,291
99,23.629,1.142,32.78,294
100,23.904,1.159,33.055,297
101,24.186,1.125,33.337,300
102,24.416,1.134,33.567,303
103,24.688,1.167,33.839,306
104,24.908,1.125,34.059,309
105,25.176,1.125,34.327,312
106,25.396,1.167,34.547,315
107,25.608,1.117,34.759,318
108,25.827,1.125,34.978,321
109,26.026,1.159,35.177,324
110,26.209,1.132,35.36,327
111,26.386,1.117,35.537,330
112,26.567,1.158,35.718,333
113,26.74,1.117,35.891,336
114,26.888,1.125,36.039,339
115,27.023,1.151,36.174,342
116,27.149,1.132,36.3,345
117,27.247,1.102,36.398,348
118,27.378,1.142,36.53,351
119,27.462,1.132,36.613,354
120,27.559,1.102,36.71,357
121,27.607,1.138,36.758,360
122,27.674,1.132,36.826,363
123,27.73,1.117,36.881,366
124,27.748,1.127,36.899,369
125,27.776,1.135,36.927,372
126,27.798,1.107,36.949,375
127,27.756,1.134,36.907,378
128,27.739,1.136,36.89,381
129,27.678,1.113,36.83,384
130,27.659,1.117,36.81,387
131,27.591,1.142,36.742,390
132,27.516,1.106,36.667,393
133,27.44,1.125,36.591,396
134,27.322,1.144,36.473,399
135,27.235,1.117,36.386,402
136,27.093,1.117,36.245,405
137,26.946,1.159,36.097,408
138,26.793,1.114,35.944,411
139,26.605,1.125,35.756,414
140,26.457,1.151,35.608,417
141,26.256,1.111,35.407,420
142,26.039,1.125,35.191,423
143,25.839,1.163,34.99,426
144,25.615,1.125,34.766,429
145,25.389,1.125,34.54,432
146,25.152,1.171,34.303,435
147,24.893,1.125,34.045,438
148,24.625,1.125,33.776,441
149,24.366,1.175,33.517,444
150,24.087,1.12,33.238,447
151,23.796,1.121,32.947,450
152,23.509,1.159,32.66,453
153,23.21,1.125,32.361,456
154,22.92,1.132,32.071,459
155,22.588,1.154,31.739,462
156,22.285,1.142,31.436,465
157,21.965,1.12,31.116,468
158,21.653,1.176,30.804,471
159,21.308,1.132,30.459,474
160,21.003,1.125,30.154,477
161,20.664,1.151,29.815,480
162,20.31,1.151,29.461,483
163,19.984,1.123,29.135,486
164,19.659,1.159,28.811,489
165,19.324,1.144,28.475,492
166,18.994,1.12,28.145,495
167,18.651,1.156,27.802,498
168,18.317,1.15,27.468,501
169,18.003,1.12,27.154,504
170,17.678,1.125,26.829,507
171,17.345,1.154,26.496,510
172,17.013,1.132,26.164,513
173,16.695,1.132,25.846,516
174,16.38,1.151,25.531,519
175,16.073,1.122,25.224,522
176,15.768,1.125,24.919,525
177,15.476,1.159,24.627,528
178,15.191,1.119,24.343,531
179,14.866,1.117,24.017,534
180,14.599,1.145,23.75,537
181,14.338,1.11,23.489,540
182,14.07,1.125,23.221,543
183,13.801,1.125,22.953,546
184,13.551,1.113,22.702,549
185,13.301,1.106,22.453,552
186,13.031,1.132,22.182,555
187,12.811,1.125,21.962,558
188,12.594,1.107,21.746,561
189,12.387,1.125,21.538,564
190,12.194,1.126,21.345,567
191,12.023,1.086,21.174,570
192,11.821,1.125,20.972,573
193,11.665,1.125,20.816,576
194,11.495,1.087,20.646,579
195,11.325,1.125,20.477,582
196,11.177,1.117,20.328,585
197,11.075,1.074,20.226,588
198,10.953,1.111,20.104,591
199,10.823,1.117,19.974,594
200,10.739,1.091,19.89,597
201,10.623,1.102,19.774,600
202,10.547,1.125,19.698,603
203,10.514,1.092,19.665,606
204,10.441,1.111,19.592,609
205,10.399,1.117,19.55,612
206,10.373,1.082,19.524,615
207,10.363,1.087,19.515,618
208,10.335,1.125,19.486,621
209,10.34,1.079,19.491,624
210,10.363,1.087,19.515,627
211,10.399,1.117,19.55,630
212,10.411,1.102,19.562,633
213,10.472,1.107,19.623,636
214,10.525,1.132,19.676,639
215,10.596,1.102,19.747,642
216,10.682,1.096,19.833,645
217,10.752,1.117,19.904,648
218,10.891,1.107,20.042,651
219,10.973,1.069,20.124,654
220,11.106,1.117,20.257,657
221,11.248,1.117,20.399,660
222,11.386,1.086,20.538,663
223,11.538,1.125,20.689,666
224,11.679,1.125,20.83,669
225,11.882,1.107,21.033,672
226,12.074,1.119,21.226,675
227,12.245,1.125,21.396,678
228,12.45,1.096,21.601,681
229,12.678,1.132,21.829,684
230,12.89,1.132,22.041,687
231,13.155,1.107,22.306,690
232,13.37,1.117,22.521,693
233,13.597,1.132,22.748,696
234,13.865,1.117,23.016,699
235,14.14,1.124,23.291,702
236,14.431,1.132,23.582,705
237,14.683,1.113,23.834,708
238,14.962,1.119,24.113,711
239,15.236,1.126,24.387,714
240,15.556,1.125,24.707,717
241,15.834,1.115,24.985,720
242,16.131,1.142,25.282,723
243,16.419,1.125,25.57,726
244,16.722,1.126,25.873,729
245,17.05,1.142,26.202,732
246,17.338,1.125,26.49,735
247,17.667,1.123,26.818,738
248,17.977,1.152,27.128,741
249,18.258,1.125,27.409,744
250,18.605,1.132,27.756,747
251,18.934,1.156,28.085,750
252,19.241,1.132,28.392,753
253,19.531,1.125,28.682,756
254,19.865,1.163,29.016,759
255,20.168,1.125,29.319,762
256,20.462,1.127,29.613,765
257,20.757,1.158,29.909,768
258,21.072,1.136,30.223,771
259,21.363,1.132,30.515,774
260,21.658,1.167,30.809,777
261,21.931,1.142,31.083,780
262,22.219,1.125,31.371,783
263,22.495,1.151,31.646,786
264,22.743,1.142,31.894,789
265,23.006,1.132,32.157,792
266,23.273,1.151,32.425,795
267,23.517,1.145,32.668,798
268,23.751,1.123,32.902,801
269,23.983,1.142,33.134,804
270,24.205,1.144,33.356,807
271,24.412,1.125,33.564,810
272,24.618,1.132,33.769,813
273,24.83,1.151,33.981,816
274,25.007,1.123,34.158,819
275,25.191,1.125,34.342,822
276,25.36,1.142,34.511,825
277,25.53,1.125,34.681,828
278,25.663,1.132,34.815,831
279,25.811,1.152,34.962,834
280,25.918,1.126,35.069,837
281,26.039,1.125,35.191,840
282,26.138,1.142,35.29,843
283,26.252,1.125,35.403,846
284,26.322,1.125,35.473,849
285,26.399,1.154,35.55,852
286,26.457,1.132,35.608,855
287,26.527,1.117,35.679,858
288,26.543,1.132,35.694,861
289,26.583,1.132,35.734,864
290,26.598,1.117,35.749,867
291,26.6,1.142,35.751,870
292,26.591,1.125,35.742,873
293,26.598,1.117,35.749,876
294,26.543,1.132,35.694,879
295,26.527,1.132,35.679,882
296,26.457,1.117,35.608,885
297,26.401,1.132,35.552,888
298,26.322,1.125,35.473,891
299,26.267,1.11,35.418,894
300,26.166,1.124,35.317,897
301,26.058,1.134,35.209,900
302,25.962,1.117,35.113,903
303,25.827,1.125,34.978,906
304,25.706,1.136,34.857,909
305,25.555,1.127,34.706,912
306,25.411,1.132,34.562,915
307,25.267,1.154,34.419,918
308,25.098,1.132,34.249,921
309,24.926,1.134,34.078,924
310,24.759,1.151,33.91,927
311,24.564,1.127,33.716,930
312,24.352,1.127,33.503,933
313,24.172,1.148,33.323,936
314,23.925,1.132,33.076,939
315,23.705,1.125,32.856,942
316,23.494,1.151,32.645,945
317,23.273,1.132,32.425,948
318,23.026,1.132,32.177,951
319,22.793,1.132,31.945,954
320,22.559,1.139,31.71,957
321,22.31,1.121,31.461,960
322,22.031,1.155,31.182,963
323,21.79,1.142,30.941,966
324,21.512,1.125,30.663,969
325,21.234,1.144,30.385,972
326,20.964,1.135,30.115,975
327,20.683,1.126,29.834,978
328,20.419,1.135,29.57,981
329,20.137,1.156,29.288,984
330,19.863,1.127,29.014,987
331,19.56,1.142,28.711,990
332,19.308,1.145,28.459,993
333,18.994,1.12,28.145,996
334,18.722,1.135,27.873,999
335,18.428,1.141,27.579,1002
336,18.156,1.124,27.307,1005
337,17.854,1.126,27.005,1008
338,17.568,1.135,26.719,1011
339,17.296,1.12,26.447,1014
340,17.024,1.135,26.175,1017
341,16.754,1.144,25.905,1020
342,16.475,1.125,25.626,1023
343,16.207,1.125,25.358,1026
344,15.944,1.126,25.095,1029
345,15.677,1.126,24.828,1032
346,15.428,1.125,24.58,1035
347,15.156,1.127,24.307,1038
348,14.933,1.125,24.084,1041
349,14.683,1.113,23.834,1044
350,14.449,1.127,23.6,1047
351,14.219,1.117,23.37,1050
352,14.007,1.117,23.158,1053
353,13.794,1.117,22.945,1056
354,13.575,1.125,22.726,1059
355,13.37,1.117,22.521,1062
356,13.175,1.127,22.326,1065
357,12.994,1.11,22.145,1068
358,12.811,1.125,21.962,1071
359,12.662,1.117,21.814,1074
360,12.465,1.132,21.617,1077
361,12.35,1.114,21.501,1080
362,12.198,1.119,21.349,1083
363,12.085,1.115,21.236,1086
364,11.958,1.107,21.109,1089
365,11.824,1.117,20.975,1092
366,11.743,1.117,20.894,1095
367,11.657,1.102,20.808,1098
368,11.566,1.132,20.717,1101
369,11.509,1.11,20.66,1104
370,11.46,1.117,20.611,1107
371,11.389,1.117,20.54,1110
372,11.334,1.122,20.485,1113
373,11.318,1.117,20.47,1116
374,11.316,1.107,20.467,1119
375,11.318,1.117,20.47,1122
376,11.318,1.117,20.47,1125
377,11.318,1.117,20.47,1128
378,11.343,1.129,20.494,1131
379,11.389,1.117,20.54,1134
380,11.46,1.117,20.611,1137
381,11.509,1.11,20.66,1140
382,11.566,1.132,20.717,1143
383,11.669,1.107,20.821,1146
384,11.743,1.117,20.894,1149
385,11.858,1.101,21.01,1152
386,11.955,1.117,21.106,1155
387,12.097,1.117,21.248,1158
388,12.203,1.132,21.354,1161
389,12.357,1.103,21.508,1164
390,12.465,1.132,21.617,1167
391,12.662,1.117,21.814,1170
392,12.804,1.117,21.955,1173
393,12.981,1.12,22.132,1176
394,13.165,1.125,22.316,1179
395,13.37,1.117,22.521,1182
396,13.547,1.12,22.698,1185
397,13.731,1.125,22.882,1188
398,13.943,1.125,23.094,1191
399,14.163,1.132,23.314,1194
400,14.416,1.127,23.567,1197
